artist,title,year,gender,birth_year,casing,is_uniform
Katy Perry,Wide Awake,2012,female,1984.0,mixed,mixed
Zedd,Stay The Night,2012,male,1989.0,mixed,mixed
Phillip Phillips,Home,2012,female,1990.0,mixed,mixed
Chief Keef,Hate Bein' Sober,2012,male,1995.0,mixed,mixed
Asaf Avidan,One Day / Reckoning Song,2012,male,1980.0,mixed,mixed
Katy Perry,The One That Got Away,2012,female,1984.0,mixed,mixed
Carla Morrison,Disfruto,2012,male,1986.0,mixed,mixed
Mac DeMarco,Freaking Out the Neighborhood,2012,male,1990.0,mixed,mixed
Frank Ocean,Pyramids,2012,male,1987.0,mixed,mixed
Skrillex,Make It Bun Dem,2012,male,1988.0,mixed,mixed
Pablo Alborán,Dónde está el amor,2012,male,1989.0,mixed,mixed
Bridgit Mendler,Ready or Not,2012,female,1992.0,mixed,mixed
Taylor Swift,Everything Has Changed,2012,female,1989.0,mixed,mixed
Lee Brice,Hard To Love,2012,female,1979.0,mixed,mixed
Xavier Rudd,Follow The Sun,2012,female,1978.0,mixed,mixed
Zara Larsson,Uncover,2012,female,1997.0,mixed,mixed
Chief Keef,I Don't Like,2012,male,1995.0,mixed,mixed
Grimes,Oblivion,2012,female,1988.0,mixed,mixed
Grimes,Genesis,2012,female,1988.0,mixed,mixed
Flo Rida,I Cry,2012,male,1979.0,mixed,mixed
Taylor Swift,Red,2012,female,1989.0,mixed,mixed
Vicentico,No Te Apartes de Mí,2012,male,1964.0,mixed,mixed
Azealia Banks,212,2012,female,1991.0,mixed,mixed
Ne-Yo,Let Me Love You,2012,male,1979.0,mixed,mixed
Taylor Swift,All Too Well,2012,female,1989.0,mixed,mixed
Romeo Santos,Promise,2012,female,1981.0,mixed,mixed
Don Omar,Dutty Love,2012,male,1978.0,mixed,mixed
Frank Ocean,Pink Matter,2012,male,1987.0,mixed,mixed
Calvin Harris,Thinking About You,2012,male,1984.0,mixed,mixed
Taylor Swift,Safe & Sound,2012,female,1989.0,mixed,mixed
ScHoolboy Q,Hands on the Wheel,2012,male,1986.0,mixed,mixed
Bruno Mars,Gorilla,2012,male,1985.0,mixed,mixed
Alfredo Olivas,El Precio De La Soledad,2012,female,1994.0,mixed,mixed
Canserbero,Es Épico,2012,male,1988.0,mixed,mixed
Katy Perry,E.T.,2012,female,1984.0,upper,uniform
Bruno Mars,Young Girls,2012,male,1985.0,mixed,mixed
Romeo Santos,Llévame Contigo,2012,female,1981.0,mixed,mixed
Melendi,Tu jardín con enanitos,2012,male,1979.0,mixed,mixed
Frank Ocean,Forrest Gump,2012,male,1987.0,mixed,mixed
Los Bukis,Tu Cárcel,2012,female,1973.0,mixed,mixed
Lana Del Rey,Off To The Races,2012,female,1985.0,mixed,mixed
Canserbero,Maquiavélico,2012,male,1988.0,mixed,mixed
Calvin Harris,Let's Go,2012,male,1984.0,mixed,mixed
Otto Knows,Million Voices,2012,male,1989.0,mixed,mixed
Kip Moore,Somethin' 'Bout A Truck,2012,female,1980.0,mixed,mixed
Jennifer Lopez,Dance Again,2012,female,1969.0,mixed,mixed
Romeo Santos,La Diabla,2012,female,1981.0,mixed,mixed
Rihanna,What Now,2012,female,1988.0,mixed,mixed
Carla Morrison,Eres Tú,2012,male,1986.0,mixed,mixed
Calvin Harris,We'll Be Coming Back,2012,male,1984.0,mixed,mixed
Gajendra Verma,Mann Mera,2012,male,1990.0,mixed,mixed
Nicki Minaj,Va Va Voom,2012,female,1982.0,mixed,mixed
Emeli Sandé,Next To Me,2012,female,1987.0,mixed,mixed
B.o.B,So Good,2012,male,1988.0,mixed,mixed
Sebastian Ingrosso,Calling,2012,male,1983.0,mixed,mixed
Chris Brown,Don't Wake Me Up,2012,male,1989.0,mixed,mixed
Wiz Khalifa,"Work Hard, Play Hard",2012,male,1987.0,mixed,mixed
Canserbero,Jeremías 17-5,2012,male,1988.0,mixed,mixed
Chet Faker,No Diggity,2012,male,1988.0,mixed,mixed
Nicki Minaj,High School,2012,female,1982.0,mixed,mixed
Romeo Santos,Mi Santa,2012,female,1981.0,mixed,mixed
Santigold,Disparate Youth,2012,female,1976.0,mixed,mixed
Chris Brown,Turn Up the Music,2012,male,1989.0,mixed,mixed
Robbie Williams,Candy,2012,male,1974.0,mixed,mixed
Kendrick Lamar,The Recipe,2012,male,1987.0,mixed,mixed
Lil Wayne,Rich As Fuck,2012,male,1982.0,mixed,mixed
Lana Del Rey,Carmen,2012,female,1985.0,mixed,mixed
Loreen,Euphoria,2012,female,1983.0,mixed,mixed
Bridgit Mendler,Hurricane,2012,female,1992.0,mixed,mixed
Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",2012,male,1987.0,mixed,mixed
Jason Mraz,93 Million Miles,2012,male,1977.0,mixed,mixed
Pritam,Raabta,2012,male,1971.0,mixed,mixed
Canserbero,Stupid Love Story,2012,male,1988.0,mixed,mixed
Carla Morrison,Déjenme Llorar,2012,male,1986.0,mixed,mixed
Timati,Welcome to St. Tropez,2012,male,1983.0,mixed,mixed
Ellie Goulding,Anything Could Happen,2012,female,1986.0,mixed,mixed
Lana Del Rey,Cola,2012,female,1985.0,mixed,mixed
Lana Del Rey,Million Dollar Man,2012,female,1985.0,mixed,mixed
Daddy Yankee,Lovumba,2012,male,1977.0,mixed,mixed
French Montana,Pop That,2012,male,1984.0,mixed,mixed
Calvin Harris,Drinking from the Bottle,2012,male,1984.0,mixed,mixed
Frank Ocean,Sweet Life,2012,male,1987.0,mixed,mixed
will.i.am,This Is Love,2012,male,1975.0,mixed,mixed
Jason Aldean,Night Train,2012,male,1977.0,mixed,mixed
Lana Del Rey,This Is What Makes Us Girls,2012,female,1985.0,mixed,mixed
Elvis Costello,She,2012,male,1954.0,mixed,mixed
Tyga,Faded,2012,female,1989.0,mixed,mixed
Carrie Underwood,Blown Away,2012,female,1983.0,mixed,mixed
Parov Stelar,All Night,2012,male,1974.0,mixed,mixed
Michael Kiwanuka,Home Again,2012,male,1987.0,mixed,mixed
Bruno Mars,If I Knew,2012,male,1985.0,mixed,mixed
Joan Sebastian,Diséñame,2012,male,1951.0,mixed,mixed
Frank Ocean,Bad Religion,2012,male,1987.0,mixed,mixed
Thomas Rhett,Make Me Wanna,2012,female,1990.0,mixed,mixed
Zedd,Spectrum,2012,male,1989.0,mixed,mixed
Emeli Sandé,Clown,2012,female,1987.0,mixed,mixed
Daddy Yankee,Pasarela,2012,male,1977.0,mixed,mixed
Lana Del Rey,Gods & Monsters,2012,female,1985.0,mixed,mixed
Hoodie Allen,No Interruption,2012,male,1988.0,mixed,mixed
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2012,male,1987.0,mixed,mixed
Justin Bieber,All Around The World,2012,male,1994.0,mixed,mixed
Rick Ross,Stay Schemin,2012,male,1976.0,mixed,mixed
Wiz Khalifa,Medicated,2012,male,1987.0,mixed,mixed
Taylor Swift,Begin Again,2012,female,1989.0,mixed,mixed
Alan Silvestri,The Avengers,2012,male,1950.0,mixed,mixed
Maejor,Lights Down Low,2012,female,1988.0,mixed,mixed
Mac Miller,Loud,2012,male,1992.0,mixed,mixed
Don Omar,Zumba,2012,male,1978.0,mixed,mixed
Rihanna,Right Now,2012,female,1988.0,mixed,mixed
Frank Ocean,Crack Rock,2012,male,1987.0,mixed,mixed
Lana Del Rey,Lolita,2012,female,1985.0,mixed,mixed
The Weeknd,The Zone,2012,male,1990.0,mixed,mixed
The Weeknd,Twenty Eight,2012,male,1990.0,mixed,mixed
Romeo Santos,Debate De 4,2012,female,1981.0,mixed,mixed
Kid Ink,Hell & Back,2012,male,1986.0,mixed,mixed
Easton Corbin,All Over The Road,2012,male,1982.0,mixed,mixed
Ellie Goulding,My Blood,2012,female,1986.0,mixed,mixed
2 Chainz,No Lie,2012,male,1977.0,mixed,mixed
Dierks Bentley,5-1-5-0,2012,male,1975.0,mixed,mixed
Marteria,Lila Wolken,2012,male,1982.0,mixed,mixed
Warren G,Party We Will Throw Now!,2012,male,1970.0,mixed,mixed
Rihanna,Nobody's Business,2012,female,1988.0,mixed,mixed
Carla Morrison,Hasta la Piel,2012,male,1986.0,mixed,mixed
Kendrick Lamar,The Art of Peer Pressure,2012,male,1987.0,mixed,mixed
Los Bukis,Yo Te Necesito,2012,female,1973.0,mixed,mixed
Hardwell,Call Me A Spaceman,2012,male,1988.0,mixed,mixed
Daddy Yankee,Ven Conmigo,2012,male,1977.0,mixed,mixed
Olly Murs,Dear Darlin',2012,male,1984.0,mixed,mixed
2 Chainz,I'm Different,2012,male,1977.0,mixed,mixed
Lindsey Stirling,Crystallize,2012,female,1986.0,mixed,mixed
Daddy Yankee,Llegamos A La Disco,2012,male,1977.0,mixed,mixed
Lana Del Rey,Without You,2012,female,1985.0,mixed,mixed
Gary Allan,Every Storm,2012,male,1967.0,mixed,mixed
The Weeknd,D.D.,2012,male,1990.0,upper,uniform
Labrinth,Earthquake,2012,male,1989.0,mixed,mixed
Prince Royce,Incondicional,2012,male,1989.0,mixed,mixed
C-Kan,Esta Vida Me Encanta,2012,male,1987.0,mixed,mixed
Frank Ocean,Sierra Leone,2012,male,1987.0,mixed,mixed
Romeo Santos,Que Se Mueran,2012,female,1981.0,mixed,mixed
Hopsin,Ill Mind of Hopsin 5,2012,male,1985.0,mixed,mixed
Ed Sheeran,Thinking out Loud,2013,male,1991.0,mixed,mixed
Ed Sheeran,Photograph,2013,male,1991.0,mixed,mixed
Hozier,Take Me to Church,2013,female,1990.0,mixed,mixed
Vance Joy,Riptide,2013,male,1987.0,mixed,mixed
John Legend,All of Me,2013,male,1978.0,mixed,mixed
Katy Perry,Dark Horse,2013,female,1984.0,mixed,mixed
Lorde,Royals,2013,female,1996.0,mixed,mixed
Lana Del Rey,Young And Beautiful,2013,female,1985.0,mixed,mixed
Katy Perry,Roar,2013,female,1984.0,mixed,mixed
George Ezra,Budapest,2013,male,1993.0,mixed,mixed
Eminem,Rap God,2013,male,1972.0,mixed,mixed
Justin Timberlake,Mirrors,2013,male,1981.0,mixed,mixed
Eminem,The Monster,2013,male,1972.0,mixed,mixed
Ed Sheeran,I See Fire,2013,male,1991.0,mixed,mixed
Drake,"Hold On, We're Going Home",2013,male,1986.0,mixed,mixed
Miley Cyrus,We Can't Stop,2013,female,1992.0,mixed,mixed
Miley Cyrus,Wrecking Ball,2013,female,1992.0,mixed,mixed
Kanye West,Bound 2,2013,female,1977.0,mixed,mixed
Robin Thicke,Blurred Lines,2013,male,1977.0,mixed,mixed
Childish Gambino,V. 3005,2013,female,1983.0,upper,uniform
Lorde,Team,2013,female,1996.0,mixed,mixed
Ed Sheeran,Don't,2013,male,1991.0,mixed,mixed
Demi Lovato,Heart Attack,2013,female,1992.0,mixed,mixed
PARTYNEXTDOOR,Break from Toronto,2013,male,1993.0,mixed,mixed
Romeo Santos,Propuesta Indecente,2013,female,1981.0,mixed,mixed
Jason Derulo,Talk Dirty,2013,male,1989.0,mixed,mixed
Darius Rucker,Wagon Wheel,2013,male,1966.0,mixed,mixed
Jason Derulo,Trumpets,2013,male,1989.0,mixed,mixed
Kelly Clarkson,Underneath the Tree,2013,female,1982.0,mixed,mixed
Lana Del Rey,Summertime Sadness,2013,female,1985.0,mixed,mixed
Lil Wayne,Love Me,2013,male,1982.0,mixed,mixed
Naughty Boy,La La La,2013,male,1981.0,mixed,mixed
J. Cole,She Knows,2013,male,1985.0,mixed,mixed
Ed Sheeran,Tenerife Sea,2013,male,1991.0,mixed,mixed
Kanye West,Black Skinhead,2013,female,1977.0,mixed,mixed
Katy Perry,Unconditionally,2013,female,1984.0,mixed,mixed
Beyoncé,Drunk in Love,2013,female,1981.0,mixed,mixed
Marc Anthony,Vivir Mi Vida,2013,male,1968.0,mixed,mixed
J. Cole,Power Trip,2013,male,1985.0,mixed,mixed
Lorde,Ribs,2013,female,1996.0,mixed,mixed
Ed Sheeran,Sing,2013,male,1991.0,mixed,mixed
Chris Brown,Loyal,2013,male,1989.0,mixed,mixed
Luke Bryan,Play It Again,2013,female,1976.0,mixed,mixed
Lady Gaga,Applause,2013,female,1986.0,mixed,mixed
Drake,Started From the Bottom,2013,male,1986.0,mixed,mixed
Drake,0 To 100 / The Catch Up,2013,male,1986.0,mixed,mixed
Hozier,Cherry Wine,2013,female,1990.0,mixed,mixed
Stromae,Papaoutai,2013,male,1985.0,mixed,mixed
2 Chainz,We Own It,2013,male,1977.0,mixed,mixed
Jason Derulo,Wiggle,2013,male,1989.0,mixed,mixed
Drake,From Time,2013,male,1986.0,mixed,mixed
Michael Bublé,Feeling Good,2013,male,1975.0,mixed,mixed
Christina Perri,human,2013,female,1986.0,lower,uniform
Ludovico Einaudi,Experience,2013,male,1955.0,mixed,mixed
Ariana Grande,The Way,2013,female,1993.0,mixed,mixed
J Balvin,6 AM,2013,male,1985.0,upper,uniform
Childish Gambino,IV. Sweatpants,2013,female,1983.0,mixed,mixed
Martin Garrix,Animals,2013,male,1996.0,mixed,mixed
Hozier,Like Real People Do,2013,female,1990.0,mixed,mixed
Big Sean,Beware,2013,male,1988.0,mixed,mixed
Selena Gomez,Come & Get It,2013,female,1992.0,mixed,mixed
Sam Smith,Latch,2013,female,1992.0,mixed,mixed
Sam Smith,Money On My Mind,2013,female,1992.0,mixed,mixed
Prince Royce,Darte un Beso,2013,male,1989.0,mixed,mixed
Drake,All Me,2013,male,1986.0,mixed,mixed
B.o.B,HeadBand,2013,male,1988.0,mixed,mixed
Lily Allen,Somewhere Only We Know,2013,female,1985.0,mixed,mixed
Miley Cyrus,Adore You,2013,female,1992.0,mixed,mixed
Luke Bryan,That's My Kind Of Night,2013,female,1976.0,mixed,mixed
Ed Sheeran,I'm a Mess,2013,male,1991.0,mixed,mixed
Mike WiLL Made-It,23,2013,female,1989.0,mixed,mixed
Ed Sheeran,All of the Stars,2013,male,1991.0,mixed,mixed
Britney Spears,Work Bitch,2013,female,1981.0,mixed,mixed
JAY-Z,Holy Grail,2013,male,1969.0,mixed,mixed
Demi Lovato,Really Don't Care,2013,female,1992.0,mixed,mixed
Tom Odell,Heal,2013,male,1990.0,mixed,mixed
Ed Sheeran,Bloodstream,2013,male,1991.0,mixed,mixed
Lorde,Tennis Court,2013,female,1996.0,mixed,mixed
Armin van Buuren,This Is What It Feels Like,2013,male,1976.0,mixed,mixed
Jeremih,All The Time,2013,male,1987.0,mixed,mixed
Sara Bareilles,Brave,2013,female,1979.0,mixed,mixed
Eminem,Berzerk,2013,male,1972.0,mixed,mixed
Ariana Grande,Almost Is Never Enough,2013,female,1993.0,mixed,mixed
Aloe Blacc,The Man,2013,male,1979.0,mixed,mixed
Woodkid,Run Boy Run,2013,male,1983.0,mixed,mixed
J. Cole,Crooked Smile,2013,male,1985.0,mixed,mixed
Ed Sheeran,One,2013,male,1991.0,mixed,mixed
Drake,Pound Cake / Paris Morton Music 2,2013,male,1986.0,mixed,mixed
Beyoncé,XO,2013,female,1981.0,upper,uniform
Katy Perry,This Is How We Do,2013,female,1984.0,mixed,mixed
Yung Lean,Ginseng Strip 2002,2013,male,1996.0,mixed,mixed
Marc Anthony,Flor Pálida,2013,male,1968.0,mixed,mixed
Stromae,Tous les mêmes,2013,male,1985.0,mixed,mixed
Sevyn Streeter,It Won't Stop,2013,female,1986.0,mixed,mixed
Eminem,Survival,2013,male,1972.0,mixed,mixed
will.i.am,#thatPOWER,2013,male,1975.0,mixed,mixed
Sage The Gemini,Gas Pedal,2013,male,1992.0,mixed,mixed
James Blunt,Bonfire Heart,2013,male,1974.0,mixed,mixed
Justin Timberlake,Suit & Tie,2013,male,1981.0,mixed,mixed
Anna Kendrick,Cups,2013,female,1985.0,mixed,mixed
Jason Derulo,The Other Side,2013,male,1989.0,mixed,mixed
Kid Cudi,Just What I Am,2013,male,1984.0,mixed,mixed
Sebastian Ingrosso,Reload,2013,male,1983.0,mixed,mixed
Avril Lavigne,Head Above Water,2013,female,1984.0,mixed,mixed
Ariana Grande,Last Christmas,2013,female,1993.0,mixed,mixed
Lorde,Buzzcut Season,2013,female,1996.0,mixed,mixed
Jason Derulo,Marry Me,2013,male,1989.0,mixed,mixed
Avril Lavigne,Here's to Never Growing Up,2013,female,1984.0,mixed,mixed
Stromae,Formidable,2013,male,1985.0,mixed,mixed
Tim McGraw,Highway Don't Care,2013,male,1967.0,mixed,mixed
Leona Lewis,One More Sleep,2013,female,1985.0,mixed,mixed
RY X,Berlin,2013,male,1988.0,mixed,mixed
Katy Perry,Birthday,2013,female,1984.0,mixed,mixed
Ariana Grande,Santa Baby,2013,female,1993.0,mixed,mixed
Arijit Singh,Tum Hi Ho,2013,male,1987.0,mixed,mixed
Cody Simpson,La Da Dee,2013,male,1997.0,mixed,mixed
Pritam,Kabira,2013,male,1971.0,mixed,mixed
Martin Garrix,Animals,2013,male,1996.0,mixed,mixed
Tom Odell,Another Love,2013,male,1990.0,mixed,mixed
Hozier,Angel of Small Death and the Codeine Scene,2013,female,1990.0,mixed,mixed
Chief Keef,I Don't Like,2013,male,1995.0,mixed,mixed
Gloria Trevi,No Querías Lastimarme,2013,female,1968.0,mixed,mixed
Kanye West,Blood On The Leaves,2013,female,1977.0,mixed,mixed
Drake,Too Much,2013,male,1986.0,mixed,mixed
"Tyler, The Creator",IFHY,2013,male,1991.0,upper,uniform
Blake Shelton,Boys 'Round Here,2013,male,1976.0,mixed,mixed
Zendaya,Replay,2013,female,1996.0,mixed,mixed
Michael Bublé,It's a Beautiful Day,2013,male,1975.0,mixed,mixed
Arcángel,Hace Mucho Tiempo,2013,male,1985.0,mixed,mixed
Alligatoah,Willst du,2013,male,1989.0,mixed,mixed
PARTYNEXTDOOR,Wus Good / Curious,2013,male,1993.0,mixed,mixed
Maluma,La Temperatura,2013,male,1994.0,mixed,mixed
Ciara,Body Party,2013,female,1985.0,mixed,mixed
Drake,Worst Behavior,2013,male,1986.0,mixed,mixed
Eric Church,Talladega,2013,male,1977.0,mixed,mixed
Paul Kalkbrenner,Sky and Sand,2013,male,1977.0,mixed,mixed
Thomas Rhett,It Goes Like This,2013,female,1990.0,mixed,mixed
Parra for Cuva,Wicked Games,2013,male,1991.0,mixed,mixed
Ed Sheeran,Afire Love,2013,male,1991.0,mixed,mixed
Carlos Vives,Volví a Nacer,2013,male,1961.0,mixed,mixed
John Mayer,Who You Love,2013,male,1977.0,mixed,mixed
Chance the Rapper,Cocoa Butter Kisses,2013,male,1993.0,mixed,mixed
Imran Khan,Satisfya,2013,female,1952.0,mixed,mixed
will.i.am,Feelin' Myself,2013,male,1975.0,mixed,mixed
Lorde,Glory And Gore,2013,female,1996.0,mixed,mixed
Lorde,Everybody Wants To Rule The World,2013,female,1996.0,mixed,mixed
Demi Lovato,Neon Lights,2013,female,1992.0,mixed,mixed
Yandel,Moviendo Caderas,2013,male,1978.0,mixed,mixed
Selena Gomez,Slow Down,2013,female,1992.0,mixed,mixed
Ace Hood,Bugatti,2013,male,1988.0,mixed,mixed
J. Cole,Forbidden Fruit,2013,male,1985.0,mixed,mixed
Juan Magán,Si No Te Quisiera,2013,male,1978.0,mixed,mixed
Lorde,The Love Club,2013,female,1996.0,mixed,mixed
Sage The Gemini,Red Nose,2013,male,1992.0,mixed,mixed
Justin Bieber,Nothing Like Us,2013,male,1994.0,mixed,mixed
Rufus Wainwright,Hallelujah,2013,female,1973.0,mixed,mixed
Drake,Furthest Thing,2013,male,1986.0,mixed,mixed
Drake,The Language,2013,male,1986.0,mixed,mixed
Ariana Grande,Daydreamin',2013,female,1993.0,mixed,mixed
Ariana Grande,Honeymoon Avenue,2013,female,1993.0,mixed,mixed
John Legend,You & I,2013,male,1978.0,mixed,mixed
Eminem,Headlights,2013,male,1972.0,mixed,mixed
Luke Bryan,Drink A Beer,2013,female,1976.0,mixed,mixed
Eminem,Legacy,2013,male,1972.0,mixed,mixed
August Alsina,I Luv This Shit,2013,male,1992.0,mixed,mixed
Sara Bareilles,I Choose You,2013,female,1979.0,mixed,mixed
Helene Fischer,Atemlos durch die Nacht,2013,female,1984.0,mixed,mixed
Iggy Azalea,Work,2013,female,1990.0,mixed,mixed
Tori Kelly,Dear No One,2013,female,1992.0,mixed,mixed
Alejandro Fernández,Hoy Tengo Ganas De Ti,2013,male,1971.0,mixed,mixed
Thomas Rhett,Get Me Some Of That,2013,female,1990.0,mixed,mixed
Ed Sheeran,Nina,2013,male,1991.0,mixed,mixed
J Balvin,Yo Te Lo Dije,2013,male,1985.0,mixed,mixed
Steve Aoki,Boneless,2013,female,1977.0,mixed,mixed
Childish Gambino,I. The Worst Guys,2013,female,1983.0,mixed,mixed
Eminem,Beautiful Pain,2013,male,1972.0,mixed,mixed
Maejor,Lolly,2013,female,1988.0,mixed,mixed
Ed Sheeran,Runaway,2013,male,1991.0,mixed,mixed
Drake,Come Thru,2013,male,1986.0,mixed,mixed
Pharrell Williams,Just A Cloud Away,2013,male,1973.0,mixed,mixed
GIMS,J'me tire,2013,male,1986.0,mixed,mixed
Childish Gambino,III. Telegraph Ave.,2013,female,1983.0,mixed,mixed
Lorde,400 Lux,2013,female,1996.0,mixed,mixed
Kacey Musgraves,Follow Your Arrow,2013,female,1988.0,mixed,mixed
Tyga,Switch Lanes,2013,female,1989.0,mixed,mixed
Mr. Probz,Waves,2013,male,1984.0,mixed,mixed
Cole Swindell,Chillin' It,2013,female,1983.0,mixed,mixed
Daddy Yankee,La Nueva Y La Ex,2013,male,1977.0,mixed,mixed
Kanye West,New Slaves,2013,female,1977.0,mixed,mixed
Ariana Grande,Baby I,2013,female,1993.0,mixed,mixed
Ariana Grande,Tattooed Heart,2013,female,1993.0,mixed,mixed
Luke Bryan,Crash My Party,2013,female,1976.0,mixed,mixed
Wankelmut,My Head Is A Jungle,2013,male,1987.0,mixed,mixed
James Arthur,Certain Things,2013,female,1988.0,mixed,mixed
Drake,Wu-Tang Forever,2013,male,1986.0,mixed,mixed
Gabrielle Aplin,Please Don't Say You Love Me,2013,female,1992.0,mixed,mixed
Prince Royce,Te Robaré,2013,male,1989.0,mixed,mixed
Earl Sweatshirt,Chum,2013,male,1994.0,mixed,mixed
Lady Gaga,G.U.Y.,2013,female,1986.0,upper,uniform
Lady Gaga,Do What U Want,2013,female,1986.0,mixed,mixed
Drake,Own It,2013,male,1986.0,mixed,mixed
Blake Shelton,Sure Be Cool If You Did,2013,male,1976.0,mixed,mixed
Eric Church,Like A Wrecking Ball,2013,male,1977.0,mixed,mixed
John Mayer,Wildfire,2013,male,1977.0,mixed,mixed
Kevin Gates,Thinking with My Dick,2013,male,1986.0,mixed,mixed
Pritam,Subhanallah,2013,male,1971.0,mixed,mixed
Kanye West,Hold My Liquor,2013,female,1977.0,mixed,mixed
Mariah Carey,#Beautiful,2013,female,1969.0,mixed,mixed
J Balvin,Tranquila,2013,male,1985.0,mixed,mixed
J. Cole,Rich Niggaz,2013,male,1985.0,mixed,mixed
Sam Smith,Nirvana,2013,female,1992.0,mixed,mixed
Ed Sheeran,Take It Back,2013,male,1991.0,mixed,mixed
Brett Eldredge,Beat of the Music,2013,male,1986.0,mixed,mixed
Kanye West,On Sight,2013,female,1977.0,mixed,mixed
Luke Bryan,Roller Coaster,2013,female,1976.0,mixed,mixed
Childish Gambino,III. Urn,2013,female,1983.0,mixed,mixed
Mac Miller,Objects in the Mirror,2013,male,1992.0,mixed,mixed
Eminem,Bad Guy,2013,male,1972.0,mixed,mixed
Kid Ink,Money and the Power,2013,male,1986.0,mixed,mixed
Nas,Nas Is Like,2013,male,1973.0,mixed,mixed
JAY-Z,F*ckwithmeyouknowigotit,2013,male,1969.0,mixed,mixed
Kacey Musgraves,Merry Go 'Round,2013,female,1988.0,mixed,mixed
Aloe Blacc,Wake Me Up,2013,male,1979.0,mixed,mixed
Lorde,A World Alone,2013,female,1996.0,mixed,mixed
"Tyler, The Creator",Answer,2013,male,1991.0,mixed,mixed
Ed Sheeran,Even My Dad Does Sometimes,2013,male,1991.0,mixed,mixed
Drake,Tuscan Leather,2013,male,1986.0,mixed,mixed
Tori Kelly,Paper Hearts,2013,female,1992.0,mixed,mixed
Demi Lovato,Warrior,2013,female,1992.0,mixed,mixed
J. Cole,No Role Modelz,2014,male,1985.0,mixed,mixed
Sam Smith,Stay With Me,2014,female,1992.0,mixed,mixed
Mark Ronson,Uptown Funk,2014,female,1975.0,mixed,mixed
Sam Smith,I'm Not The Only One,2014,female,1992.0,mixed,mixed
Taylor Swift,Blank Space,2014,female,1989.0,mixed,mixed
Sia,Chandelier,2014,female,1975.0,mixed,mixed
The Weeknd,Earned It,2014,male,1990.0,mixed,mixed
Calvin Harris,Summer,2014,male,1984.0,mixed,mixed
Ariana Grande,One Last Time,2014,female,1993.0,mixed,mixed
Pharrell Williams,Happy,2014,male,1973.0,mixed,mixed
Taylor Swift,Shake It Off,2014,female,1989.0,mixed,mixed
Jessie J,Bang Bang,2014,female,1988.0,mixed,mixed
J. Cole,Wet Dreamz,2014,male,1985.0,mixed,mixed
Taylor Swift,Style,2014,female,1989.0,mixed,mixed
Ariana Grande,Santa Tell Me,2014,female,1993.0,mixed,mixed
Calvin Harris,Outside,2014,male,1984.0,mixed,mixed
Lost Frequencies,Are You With Me,2014,male,1993.0,mixed,mixed
Mr. Probz,Waves,2014,male,1984.0,mixed,mixed
Taylor Swift,Wildest Dreams,2014,female,1989.0,mixed,mixed
Calvin Harris,Blame,2014,male,1984.0,mixed,mixed
Sia,Elastic Heart,2014,female,1975.0,mixed,mixed
Ariana Grande,Break Free,2014,female,1993.0,mixed,mixed
Ariana Grande,Love Me Harder,2014,female,1993.0,mixed,mixed
Tove Lo,Habits,2014,female,1987.0,mixed,mixed
Ariana Grande,Problem,2014,female,1993.0,mixed,mixed
Enrique Iglesias,Bailando,2014,male,1975.0,mixed,mixed
David Guetta,Hey Mama,2014,male,1967.0,mixed,mixed
Sam Smith,Like I Can,2014,female,1992.0,mixed,mixed
Meghan Trainor,All About That Bass,2014,female,1993.0,mixed,mixed
